producer,processor prod,processor model,cores,core base speed (GHz),core boost speed (GHz),ram type,ram cap (GB),ssd (GB),hdd (GB),gpu prod,gpu size (MB),gpu base speed (GHz),gpu boost speed (GHz),screen type,screen size (inch),screen horizontal resolution,screen vertical resolution,sRGB (%),weight (kg),os,battery capacity (WHr),price(USD)
hp,intel,i7,6,2.6,4.5,ddr4,16,0,512,intel,1700,350,1150,led ips,17.3,1920,1080,90,3.2,windows pro 10.00,95.6,2711
lenovo,intel,i3,2,1.2,3.4,ddr4,4,0,128,intel,8192,300,900,led tn,15.6,1366,768,60,1.85,windows home 10.00,35,299.5
lenovo,intel,i3,2,1.2,3.4,ddr4,4,0,128,intel,8192,300,900,led tn,15.6,1366,768,60,1.85,windows home 10.00,30,319
lenovo,amd,ryzen3,4,2.7,3.7,ddr4,4,0,128,amd,2048,300,1400,led ips,14,1920,1080,60,1.5,windows home 10.00,52.5,349
lenovo,amd,ryzen5,4,2.1,3.7,ddr4,8,0,256,amd,2048,1100,1200,led ips,15.6,1920,1080,60,1.85,windows home 10.00,45,379.5
lenovo,intel,i3,2,1.2,3.4,ddr4,8,0,128,intel,8192,300,900,led tn,15.6,1920,1080,0,1.85,windows pro 10.00,35,380.5
lenovo,intel,i3,2,2.1,4.1,ddr4,4,0,64,intel,1700,300,1100,led ips,13.3,1920,1080,90,1.5,chrome os  0.00,51,397.5
lenovo,amd,ryzen3,2,2.6,3.5,ddr4,8,0,256,amd,2048,300,1000,led ips,15.6,1920,1080,60,1.85,windows home 10.00,35,484.5
lenovo,amd,ryzen5,4,2.1,3.7,ddr4,8,0,256,amd,2048,1100,1200,led tn,14,1920,1080,0,1.6,windows home 10.00,35,488.5
lenovo,intel,i5,4,1,3.6,ddr4,8,0,256,intel,8192,300,1050,led tn,17.3,1600,900,60,2.2,windows home 10.00,42,499.5
lenovo,amd,ryzen5,6,2.3,4,ddr4,4,1000,0,amd,2048,1100,1500,led ips,14,1920,1080,60,1.6,windows pro 10.00,35,500
lenovo,intel,i3,2,2.1,4.1,ddr4,4,0,128,intel,1700,300,1100,led tn,13.3,1366,768,0,1.38,windows home 10.00,46,506
lenovo,intel,i3,2,1.2,3.4,ddr4,4,0,128,intel,8192,300,900,led ips,14,1920,1080,60,1.5,windows home 10.00,52.5,510
lenovo,intel,i3,2,1.2,3.4,ddr4,4,500,0,intel,8192,300,900,led tn,15.6,1920,1080,0,1.85,windows pro 10.00,35,515
lenovo,intel,i3,2,2.1,4.1,ddr4,8,0,256,intel,1700,300,1100,led tn,17.3,1600,900,60,2.2,windows home 10.00,42,520
lenovo,intel,i3,2,2.2,3.4,ddr4,4,0,128,intel,1700,300,1000,led tn,15.6,1366,768,0,2.02,windows home 10.00,52.5,525
lenovo,intel,i5,4,1.6,4.2,ddr3,8,0,256,intel,1700,300,1100,led ips,13.3,1920,1080,80,1.3,windows home 10.00,42,529
lenovo,intel,i3,2,1.2,3.4,ddr4,8,0,256,intel,8192,300,900,led ips,14,1920,1080,60,1.6,windows home 10.00,35,529
lenovo,intel,i3,2,1.2,3.4,ddr4,8,0,256,intel,8192,300,900,led ips,14,1920,1080,60,1.6,windows pro 10.00,35,538
lenovo,amd,ryzen5,4,2.1,3.7,ddr4,8,1000,0,amd,2048,1100,1200,led tn,15.6,1366,768,60,2.1,windows home 10.00,36,539
lenovo,intel,i3,2,2.1,3.9,ddr4,8,0,128,intel,1700,300,1100,led tn,15.6,1366,768,60,1.8,windows home 10.00,52.5,540
lenovo,intel,i3,2,3,4.1,ddr4,8,0,256,intel,8192,400,1250,led tn,14,1920,1080,60,1.64,windows pro 10.00,45,547
lenovo,intel,i3,2,2.1,4.1,ddr4,4,500,0,intel,1700,300,1100,led ips,15.6,1920,1080,60,1.9,windows home 10.00,45,548
lenovo,amd,ryzen3,4,2.7,3.7,ddr4,8,0,256,amd,2048,300,1400,led ips,14,1920,1080,60,1.5,windows home 10.00,52.5,549
lenovo,intel,i3,2,1.2,3.4,ddr4,8,0,128,intel,8192,300,900,led ips,15.6,1920,1080,60,1.8,windows home 10.00,52.5,550
lenovo,amd,ryzen5,6,2.3,4,ddr4,8,0,512,amd,2048,1100,1500,led ips,15.6,1920,1080,60,1.66,windows home 10.00,57,550.5
lenovo,amd,ryzen5,6,2.3,4,ddr4,8,1000,0,amd,2048,1100,1500,led tn,15.6,1920,1080,60,1.7,windows home 10.00,45,550.5
lenovo,intel,i5,4,2.4,4.2,ddr4,8,0,512,intel,8192,400,1300,led ips,15.6,1920,1080,60,1.66,windows home 10.00,57,550.5
lenovo,intel,i3,2,2.1,4.1,ddr4,4,500,0,intel,1700,300,1100,led ips,14,1920,1080,60,1.77,windows home 10.00,45,564.5
lenovo,intel,i5,4,1,3.6,ddr4,8,0,256,intel,8192,300,1050,led tn,14,1920,1080,0,1.6,windows home 10.00,52.5,569.5
lenovo,intel,i5,4,1,3.6,ddr4,8,0,256,intel,8192,300,1050,led tn,14,1920,1080,0,1.6,windows home 10.00,52.5,576.5
lenovo,amd,ryzen5,4,2.1,3.7,ddr4,8,0,256,amd,2048,1100,1200,led tn,15.6,1920,1080,0,1.8,windows home 10.00,52.5,579.5
lenovo,intel,i5,4,1,3.6,ddr4,8,0,256,intel,8192,300,1050,led ips,14,1920,1080,60,1.5,windows home 10.00,57,587.5
lenovo,intel,i3,2,2.1,4.1,ddr4,4,500,0,intel,1700,300,1100,led tn,15.6,1366,768,60,1.98,windows home 10.00,45,591.5
lenovo,intel,i5,4,2.4,4.1,ddr4,8,0,256,nvidia,4096,1395,1560,led ips,15.6,1920,1080,60,2.19,windows home 10.00,45,592.5
lenovo,amd,ryzen5,4,2.1,3.7,ddr4,8,0,256,amd,2048,1100,1200,led ips,14,1920,1080,60,1.65,windows home 10.00,45,594.5
lenovo,intel,i3,2,2.1,4.1,ddr4,8,0,128,intel,1700,300,1100,led ips,13.3,1920,1080,90,1.25,windows home 10.00,60,600
lenovo,amd,ryzen3,4,2.7,3.7,ddr4,8,0,256,amd,2048,300,1400,led ips,14,1920,1080,60,1.64,windows pro 10.00,45,601
lenovo,amd,ryzen5,6,2.3,4,ddr4,4,0,256,amd,2048,1100,1500,led ips,15.6,1920,1080,60,1.7,windows home 10.00,45,603
lenovo,amd,ryzen3,4,2.7,3.7,ddr4,8,0,256,amd,2048,300,1400,led ips,14,1920,1080,50,1.4,windows home 10.00,60,609
lenovo,intel,i5,4,1.6,4.2,ddr4,8,0,256,intel,1700,300,1100,led ips,14,1920,1080,90,1.4,windows home 10.00,51,619
lenovo,intel,i5,4,1,3.6,ddr4,8,0,256,intel,8192,300,1050,led tn,15.6,1920,1080,60,1.8,windows home 10.00,45,624
lenovo,intel,i7,4,1.3,3.9,ddr4,8,0,256,intel,8192,300,1100,led ips,15.6,1920,1080,60,1.8,windows home 10.00,52.5,629
lenovo,amd,ryzen7,4,2.3,4,ddr4,12,1000,128,amd,2048,1300,1400,led tn,17.3,1600,900,60,2.2,windows home 10.00,42,642
lenovo,intel,i5,4,2.4,4.2,ddr4,8,0,512,intel,8192,400,1300,led ips,14,1920,1080,60,1.5,windows home 10.00,52.5,650.5
lenovo,amd,ryzen5,4,2.1,3.7,ddr4,8,0,256,amd,2048,1100,1200,led ips,14,1920,1080,0,1.75,windows pro 10.00,45,654.5
lenovo,intel,i3,2,3,4.1,ddr4,8,0,256,intel,8192,400,1250,led ips,15.6,1920,1080,50,1.7,windows pro 10.00,45,659.5
lenovo,intel,i3,2,3,4.1,ddr4,8,0,256,intel,8192,400,1250,led ips,15.6,1920,1080,60,1.7,windows pro 10.00,45,664.5
lenovo,amd,ryzen7,8,2,4.1,ddr4,8,0,512,amd,2048,1100,1600,led tn,17.3,1600,900,60,2.2,windows home 10.00,42,677.5
lenovo,intel,i5,2,2.5,3.1,ddr4,8,0,128,intel,1700,300,1000,led ips,12.5,1920,1080,70,1.18,windows home 10.00,36,679.5
lenovo,intel,i5,4,1.6,4.2,ddr4,4,500,0,intel,1700,300,1100,led ips,14,1920,1080,60,1.73,windows home 10.00,45,681.5
lenovo,amd,ryzen3,4,2.5,3.7,ddr4,8,0,128,amd,2048,300,1400,led tn,13.3,1366,768,0,1.29,windows home 10.00,48,683.5
lenovo,amd,ryzen5,4,2.1,3.7,ddr4,8,1000,0,amd,2048,1100,1200,led ips,15.6,1920,1080,60,2.1,windows pro 10.00,45,686.5
lenovo,intel,i5,4,2.4,4.2,ddr4,8,0,512,intel,8192,400,1300,led tn,14,1920,1080,60,1.39,windows home 10.00,45,699.5
lenovo,intel,i5,4,1.6,4.2,ddr4,8,0,256,intel,1700,300,1100,led ips,14,1920,1080,60,1.5,windows pro 10.00,45,700
lenovo,intel,i5,4,1.6,4.2,ddr4,16,0,512,intel,1700,300,1100,led ips,13.3,2560,1600,100,1.4,windows home 10.00,56,700
lenovo,intel,i5,4,1.6,4.2,ddr4,8,0,256,intel,1700,300,1100,led ips,13.3,1920,1080,100,1.43,windows pro 10.00,46,706
lenovo,intel,i7,4,1.8,4.9,ddr4,8,0,512,intel,1700,300,1150,led ips,13,2160,1350,100,1.17,windows home 10.00,42,707
lenovo,intel,i5,4,1.6,3.9,ddr4,8,0,256,amd,2048,1124,1219,led ips,14,1920,1080,60,1.52,windows home 10.00,45,709
lenovo,intel,i5,4,1.1,3.7,ddr4,8,0,512,intel,8192,300,1050,led ips,15.6,1920,1080,100,1.85,windows home 10.00,71,709
lenovo,intel,i5,4,2.5,4.5,ddr4,8,0,256,nvidia,4096,1395,1560,led ips,15.6,1920,1080,50,2.2,windows home 10.00,45,720
lenovo,intel,i5,4,1,3.6,ddr4,16,0,256,intel,8192,300,1050,led ips,14,1920,1080,60,1.5,windows pro 10.00,45,724
lenovo,intel,i5,4,1.6,4.2,ddr4,8,0,256,intel,1700,300,1100,led ips,14,1920,1080,60,1.65,windows home 10.00,45,729
lenovo,intel,i5,4,2.4,4.2,ddr4,8,0,256,intel,8192,400,1300,led ips,15.6,1920,1080,60,1.9,windows home 10.00,71,729
lenovo,amd,ryzen5,6,2.1,4,ddr4,8,0,256,amd,2048,1100,1500,led ips,13.3,1920,1080,90,1.36,windows home 10.00,60,730
lenovo,intel,i5,4,1.6,3.4,ddr4,8,0,256,intel,1700,300,1100,led ips,13.3,1920,1080,80,1.3,windows home 10.00,48,736
lenovo,intel,i5,4,1.6,3.9,ddr4,8,0,256,intel,1700,300,1100,led ips,13.3,1920,1080,90,1.34,windows pro 10.00,45,739
lenovo,amd,ryzen3,4,2.5,3.7,ddr4,4,0,256,amd,2048,300,1400,led tn,14,1366,768,0,1.61,windows pro 10.00,45,740
lenovo,intel,i5,4,1.6,3.4,ddr4,8,0,256,intel,1700,300,1100,led ips,13.3,1920,1080,90,1.12,windows home 10.00,48,747
lenovo,intel,i5,4,2.4,4.2,ddr4,8,0,256,intel,8192,400,1300,led ips,14,1920,1080,100,1.5,windows pro 10.00,60,749
lenovo,amd,ryzen5,6,2.3,4,ddr4,12,1000,256,amd,2048,1100,1500,led tn,15.6,1920,1080,60,1.7,windows home 10.00,45,749
lenovo,intel,i7,6,2.6,5,ddr4,8,0,512,nvidia,4096,1395,1560,led ips,15.6,1920,1080,100,2.3,windows home 10.00,80,756.5
lenovo,amd,ryzen7,4,2.3,4,ddr4,12,0,128,amd,2048,1300,1400,led tn,17.3,1600,900,60,2.2,windows home 10.00,42,756.5
lenovo,intel,i7,4,1.9,4.8,ddr4,8,0,256,intel,1700,300,1150,led ips,13.3,1920,1080,100,1.28,windows pro 10.00,48,757.5
lenovo,intel,i5,4,1.6,4.1,ddr4,8,0,256,intel,1700,300,1100,led ips,14,1920,1080,0,1.49,windows pro 10.00,57,760.5
lenovo,amd,ryzen5,6,3,4,ddr4,8,0,128,nvidia,4096,1395,1560,led ips,15.6,1920,1080,60,2.3,windows home 10.00,60,760.5
lenovo,intel,i5,4,1,3.6,ddr4,8,0,512,nvidia,2048,1531,1594,led ips,14,1920,1080,100,1.55,windows home 10.00,60,769.5
lenovo,intel,i5,4,1,3.6,ddr4,20,0,512,intel,8192,300,1050,led tn,17.3,1600,900,60,2.2,windows home 10.00,42,769.5
lenovo,intel,i5,4,2.4,4.2,ddr4,8,0,256,intel,8192,400,1300,led ips,14,1920,1080,100,1.4,windows pro 10.00,71,778.5
lenovo,intel,i5,4,1.6,4.2,ddr4,12,0,512,intel,1700,300,1100,led ips,15.6,1920,1080,60,1.9,windows home 10.00,60,779.5
lenovo,intel,i5,4,1,3.6,ddr4,16,0,256,intel,8192,300,1050,led ips,15.6,1920,1080,60,1.8,windows pro 10.00,45,782.5
lenovo,intel,i5,4,1.6,3.9,ddr4,8,0,256,intel,1700,300,1100,led ips,14,1920,1080,60,1.55,windows pro 10.00,50,783.5
lenovo,intel,i5,4,2.4,4.2,ddr4,16,0,512,intel,8192,400,1300,led ips,14,1920,1080,100,1.27,windows pro 10.00,56,798.5
lenovo,intel,i7,4,1.8,4.9,ddr4,8,0,256,intel,1700,300,1150,led ips,13.3,1920,1080,100,1.34,windows pro 10.00,45,799.5
lenovo,intel,i5,4,1.6,3.9,ddr4,8,0,256,intel,1700,300,1100,led ips,14,1920,1080,90,1.09,windows pro 10.00,51,800
lenovo,intel,i5,4,2.4,4.2,ddr4,8,0,256,intel,8192,400,1300,led ips,13.3,2560,1600,100,1.26,windows pro 10.00,56,805
lenovo,intel,i5,4,1.6,4.1,ddr4,8,0,256,intel,1700,300,1100,led ips,13.3,1920,1080,90,1.29,windows pro 10.00,48,824
lenovo,intel,i5,4,1.6,4.2,ddr4,8,0,256,intel,1700,300,1100,led ips,13.3,1920,1080,100,1.4,windows pro 10.00,45,824
lenovo,amd,ryzen5,6,2.1,4,ddr4,8,0,256,amd,2048,1100,1500,led ips,13.3,2560,1600,100,1.26,windows pro 10.00,56,824
lenovo,amd,ryzen5,6,2.1,4,ddr4,8,0,512,amd,2048,1100,1500,led ips,14,1920,1080,60,1.35,windows pro 10.00,57,830
lenovo,amd,ryzen7,8,2.9,4.2,ddr4,8,0,512,nvidia,4096,1530,1725,led ips,15.6,1920,1080,50,2.2,windows home 10.00,45,830
lenovo,intel,i5,4,1,3.6,ddr4,16,0,1024,intel,8192,300,1050,led tn,17.3,1600,900,60,2.2,windows home 10.00,42,838
lenovo,amd,ryzen5,4,2.1,3.7,ddr4,8,0,256,amd,2048,1100,1200,led ips,14,1920,1080,60,1.57,windows pro 10.00,50,840
lenovo,intel,i7,4,1.8,4.9,ddr4,8,0,512,nvidia,2048,1519,1582,led ips,15.6,1920,1080,60,2,windows home 10.00,52.5,845
lenovo,amd,ryzen7,4,2.3,4,ddr4,12,0,512,amd,2048,1300,1400,led ips,14,1920,1080,90,1.63,windows home 10.00,45,846
lenovo,intel,i5,4,2.4,4.2,ddr4,12,0,512,intel,8192,400,1300,led ips,14,1920,1080,100,1.4,windows home 10.00,71,848
lenovo,intel,i5,4,1.6,3.4,ddr4,8,0,256,intel,1700,300,1100,led ips,14,1920,1080,60,1.32,windows pro 10.00,57,849
lenovo,amd,ryzen5,6,2.1,4,ddr4,16,0,256,amd,2048,1100,1500,led ips,14,1920,1080,60,1.55,windows pro 10.00,50,849
lenovo,intel,i5,4,1.6,3.9,ddr4,8,0,256,intel,1700,300,1100,led ips,15.6,1920,1080,60,2.12,windows pro 10.00,45,850
lenovo,intel,i5,4,1.1,3.7,ddr4,8,0,256,intel,8192,300,1050,led ips,14,1920,1080,90,1.35,windows home 10.00,60,857.5
lenovo,intel,i3,2,2.1,4.1,ddr4,8,0,128,intel,1700,300,1100,led tn,13.3,1366,768,0,1.29,windows home 10.00,48,857.5
lenovo,intel,i7,4,1.8,4.9,ddr4,12,0,1024,nvidia,2048,1519,1582,led ips,14,1920,1080,90,1.63,windows home 10.00,45,871.5
lenovo,amd,ryzen7,8,1.7,4.1,ddr4,8,0,256,amd,2048,1100,1600,led ips,15.6,1920,1080,60,1.98,windows pro 10.00,45,872.5
lenovo,intel,i5,4,1.6,4.1,ddr4,16,0,128,nvidia,2048,1266,1354,led ips,14,1920,1080,60,1.47,windows pro 10.00,50,875.5
lenovo,intel,i7,4,1.8,4,ddr4,8,0,256,intel,1700,300,1150,led ips,13.9,1920,1080,90,1.37,windows home 10.00,70,885.5
lenovo,intel,i5,4,1.6,3.9,ddr4,8,0,256,intel,1700,300,1100,led ips,15.6,1920,1080,60,1.75,windows pro 10.00,57,886.5
lenovo,intel,i3,2,2.1,4.1,ddr4,16,0,512,intel,1700,300,1100,led tn,13.3,1366,768,0,1.38,windows pro 10.00,46,887.5
lenovo,intel,i5,4,2.5,4.5,ddr4,8,0,128,nvidia,4096,1395,1560,led ips,17.3,1920,1080,90,2.98,windows home 10.00,80,890.5
lenovo,intel,i5,4,1.6,3.4,ddr4,8,0,256,intel,1700,300,1100,led ips,13.3,1920,1080,60,1.46,windows pro 10.00,45,895.5
lenovo,intel,i5,4,1.6,4.1,ddr4,16,0,512,intel,1700,300,1100,led ips,13.3,1920,1080,90,1.29,windows pro 10.00,48,899.5
lenovo,intel,i7,4,1.8,4.9,ddr4,16,0,512,intel,1700,300,1150,led ips,13.3,1920,1080,100,1.34,windows pro 10.00,45,899.5
lenovo,intel,i5,4,1.6,4.2,ddr4,16,0,512,intel,1700,300,1100,led ips,15.6,1920,1080,60,1.89,windows pro 10.00,57,900
lenovo,intel,i5,4,1.6,4.2,ddr4,16,0,512,intel,1700,300,1100,led ips,14,1920,1080,50,1.61,windows pro 10.00,50,900
lenovo,intel,i7,4,1.9,4.8,ddr4,16,0,512,intel,1700,300,1150,led ips,13.3,1920,1080,100,1.28,windows pro 10.00,48,900
lenovo,intel,i5,4,1.6,4.2,ddr4,8,0,256,intel,1700,300,1100,led ips,14,1920,1080,60,1.49,windows pro 10.00,57,919
lenovo,amd,ryzen5,4,2.1,3.7,ddr4,8,0,256,amd,2048,1100,1200,led ips,14,1920,1080,60,1.27,windows pro 10.00,57,923
lenovo,intel,i5,4,1.6,4.1,ddr4,16,0,512,intel,1700,300,1100,led ips,14,1920,1080,0,1.49,windows pro 10.00,57,939
lenovo,intel,i5,4,1.6,3.9,ddr4,8,0,256,intel,1700,300,1100,led ips,13.3,1920,1080,100,1.1,windows home 10.00,42,949
lenovo,intel,i5,4,1.6,4.2,ddr3,8,0,256,intel,1700,300,1100,led ips,14,1920,1080,100,1.09,windows pro 10.00,51,950.5
lenovo,intel,i5,4,1.6,3.9,ddr4,8,0,256,intel,1700,300,1100,led ips,14,1920,1080,60,1.69,windows pro 10.00,45,954.5
lenovo,intel,i5,4,1.6,4.2,ddr4,16,0,128,intel,1700,300,1100,led ips,13.3,1920,1080,100,1.43,windows home 10.00,46,957.5
lenovo,intel,i5,4,1.6,4.1,ddr4,8,0,256,intel,1700,300,1100,led ips,15.6,1920,1080,60,2.03,windows pro 10.00,45,968.5
lenovo,intel,i5,4,1.6,4.2,ddr4,8,0,256,intel,1700,300,1100,led ips,13.3,1920,1080,100,1.28,windows pro 10.00,48,970.5
lenovo,intel,i5,4,1.6,4.2,ddr4,8,0,128,intel,1700,300,1100,led ips,13.3,1920,1080,90,1.25,windows home 10.00,48,971.5
lenovo,intel,i5,4,1,3.6,ddr4,16,0,512,intel,8192,300,1050,led ips,15.6,1920,1080,100,1.6,windows home 10.00,71,972
lenovo,intel,i7,6,2.6,4.5,ddr4,8,0,512,nvidia,4096,1395,1560,led ips,17.3,1920,1080,90,2.8,windows home 10.00,45,980.5
lenovo,intel,i5,4,2.4,4.1,ddr4,12,0,512,nvidia,6144,960,1200,led ips,15.6,1920,1080,60,2.3,windows home 10.00,52.5,980.5
lenovo,intel,i5,4,1.6,3.4,ddr4,8,0,256,intel,1700,300,1100,led ips,15.6,1920,1080,90,1.89,windows home 10.00,51.5,985.5
lenovo,intel,i5,4,1.6,4.2,ddr4,16,2000,128,intel,1700,300,1100,led ips,14,1920,1080,60,1.73,windows pro 10.00,45,991.5
lenovo,intel,i7,6,2.6,4.5,ddr4,32,0,512,nvidia,6144,1455,1590,led ips,15.6,1920,1080,90,2.3,windows home 10.00,57,999.5
lenovo,intel,i7,4,1.8,4.9,ddr4,12,0,512,nvidia,2048,1519,1582,led ips,15.6,1920,1080,60,2,windows pro 10.00,52.5,999.5
lenovo,intel,i5,4,1.6,3.9,ddr4,16,0,512,intel,1700,300,1100,led tn,14,1366,768,0,1.75,windows pro 10.00,45,1000
lenovo,intel,i7,4,1.8,4.9,ddr4,8,0,512,intel,1700,300,1150,led ips,15.6,1920,1080,60,1.8,windows pro 10.00,45,1000
lenovo,intel,i5,4,2.4,4.2,ddr4,8,0,256,intel,8192,400,1300,led ips,14,1920,1080,100,1.44,windows home 10.00,63.5,1000
lenovo,intel,i7,4,1.3,3.9,ddr4,16,0,512,intel,8192,300,1100,led ips,14,1920,1080,100,1.25,windows home 10.00,52,1006
lenovo,intel,i5,4,1.6,4.2,ddr4,16,0,256,intel,1700,300,1100,led ips,14,1920,1080,60,1.55,windows pro 10.00,50,1026
lenovo,intel,i5,4,2.4,4.2,ddr4,24,0,1024,intel,8192,400,1300,led ips,14,1920,1080,100,1.5,windows pro 10.00,60,1037
lenovo,intel,i7,4,1.8,4,ddr4,8,0,256,intel,1700,300,1150,led ips,13.9,3840,2160,100,1.38,windows home 10.00,60,1049
lenovo,amd,ryzen5,6,2.1,4,ddr4,16,0,128,amd,2048,1100,1500,led ips,14,1920,1080,60,1.35,windows home 10.00,57,1052.5
lenovo,intel,i7,4,1.9,4.8,ddr3,16,0,256,intel,1700,300,1150,led ips,14,1920,1080,100,1.36,windows pro 10.00,51,1059.5
lenovo,intel,i3,2,3,4.1,ddr4,4,0,256,intel,8192,400,1250,led ips,13.3,1920,1080,60,1.38,windows home 10.00,46,1059.5
lenovo,amd,ryzen5,4,2.1,3.7,ddr4,8,0,256,amd,2048,1100,1200,led ips,13.3,1920,1080,90,1.28,windows pro 10.00,48,1063.5
lenovo,amd,ryzen7,8,1.7,4.1,ddr4,8,0,256,amd,2048,1100,1600,led ips,14,1920,1080,50,1.47,windows home 10.00,50,1072.5
lenovo,intel,i7,4,3,4.8,ddr4,16,0,512,intel,8192,400,1350,led ips,14,1920,1080,100,1.44,windows home 10.00,60,1080.5
lenovo,intel,i5,4,1.6,3.4,ddr4,16,0,512,intel,1700,300,1100,led ips,14,1920,1080,60,1.32,windows pro 10.00,57,1091.5
lenovo,intel,i7,6,2.6,4.5,ddr4,16,1000,256,nvidia,6144,1455,1590,led ips,15.6,1920,1080,90,2.35,windows home 10.00,52.5,1100
lenovo,intel,i7,6,2.6,4.5,ddr4,8,1000,256,nvidia,4096,1395,1560,led ips,17.3,1920,1080,90,2.8,windows home 10.00,52.5,1100
lenovo,intel,i5,4,1.6,4.2,ddr4,8,0,256,nvidia,2048,1266,1354,led ips,15.6,1920,1080,60,1.75,windows home 10.00,57,1101
lenovo,intel,i5,4,1.6,4.2,ddr4,8,0,256,nvidia,2048,1266,1354,led ips,14,1920,1080,50,1.47,windows home 10.00,50,1101
lenovo,amd,ryzen5,6,2.1,4,ddr4,32,0,128,amd,2048,1100,1500,led ips,14,1920,1080,60,1.55,windows home 10.00,50,1105
lenovo,amd,ryzen7,8,2,4.1,ddr4,8,0,512,amd,2048,1100,1600,led ips,15.6,1920,1080,50,1.7,windows pro 10.00,45,1119
lenovo,amd,ryzen5,4,2.1,3.7,ddr4,32,1000,256,amd,2048,1100,1200,led ips,15.6,1920,1080,60,2.1,windows pro 10.00,45,1119
lenovo,amd,ryzen5,4,2.1,3.7,ddr4,16,1000,512,amd,2048,1100,1200,led ips,15.6,1920,1080,60,2.1,windows pro 10.00,45,1119
lenovo,intel,i5,4,1.6,3.4,ddr4,8,0,256,intel,1700,300,1100,led ips,14,1920,1080,0,1.68,windows pro 10.00,45,1120
lenovo,intel,i5,4,2.4,4.2,ddr4,8,0,256,intel,8192,400,1300,led ips,13.3,1920,1080,90,1.43,windows pro 10.00,46,1149
lenovo,amd,ryzen5,6,3,4,ddr4,8,0,256,nvidia,6144,960,1200,led ips,17.3,1920,1080,90,2.98,windows home 10.00,80,1150.5
lenovo,intel,i5,4,1.6,3.9,ddr4,16,0,512,intel,1700,300,1100,led ips,15.6,1920,1080,60,1.75,windows pro 10.00,57,1150.5
lenovo,amd,ryzen5,6,2.1,4,ddr4,16,0,256,amd,2048,1100,1500,led ips,14,1920,1080,60,1.35,windows home 10.00,57,1162.5
lenovo,intel,i5,4,1.6,3.9,ddr4,24,0,2048,intel,1700,300,1100,led ips,15.6,1920,1080,60,1.75,windows pro 10.00,57,1170.5
lenovo,intel,i5,4,1.6,3.9,ddr4,24,0,512,intel,1700,300,1100,led ips,14,1920,1080,60,1.55,windows pro 10.00,50,1180.5
lenovo,intel,i7,6,2.6,4.5,ddr4,16,1000,512,nvidia,6144,1455,1590,led ips,15.6,1920,1080,100,2.2,windows home 10.00,57,1190.5
lenovo,intel,i7,4,1.8,4.6,ddr4,8,0,256,nvidia,2048,1266,1354,led ips,15.6,1920,1080,60,1.75,windows pro 10.00,57,1199.5
lenovo,intel,i7,6,2.6,4.5,ddr4,16,0,1024,nvidia,6144,960,1200,led ips,15.6,1920,1080,100,2.2,windows home 10.00,57,1200
lenovo,intel,i7,4,1.8,4.9,ddr4,24,0,1024,intel,1700,300,1150,led ips,15.6,1920,1080,60,1.8,windows pro 10.00,45,1200
lenovo,intel,i7,4,2.8,3.8,ddr4,16,0,512,nvidia,2048,1354,1493,led ips,15.6,3840,2160,90,2,windows home 10.00,72,1229
lenovo,intel,i5,4,2.5,4.5,ddr4,8,0,256,nvidia,6144,1455,1590,led ips,15.6,1920,1080,100,2.25,windows home 10.00,80,1230
lenovo,intel,i5,4,1.6,4.2,ddr4,24,0,128,intel,1700,300,1100,led ips,14,1920,1080,50,1.61,windows home 10.00,50,1231
lenovo,intel,i5,4,2.5,4.5,ddr4,8,0,256,nvidia,4096,1266,1354,led ips,15.6,1920,1080,60,2.07,windows home 10.00,68,1235
lenovo,intel,i7,4,1.8,4,ddr4,16,0,1024,intel,1700,300,1150,led ips,13.9,3840,2160,100,1.38,windows home 10.00,60,1257.5
lenovo,intel,i7,6,2.6,4.5,ddr4,16,0,512,nvidia,4096,1020,1245,led ips,15.6,3840,2160,100,1.9,windows home 10.00,69,1265.5
lenovo,amd,ryzen7,8,2,4.1,ddr4,16,0,512,amd,2048,1100,1600,led ips,15.6,1920,1080,50,1.7,windows pro 10.00,45,1269.5
lenovo,intel,i5,4,1.6,4.2,ddr3,8,0,512,intel,1700,300,1100,led ips,14,3840,2160,100,1.36,windows pro 10.00,51,1270.5
lenovo,intel,i5,4,2.5,4.5,ddr4,8,0,256,nvidia,3072,1366,1442,led ips,15.6,1920,1080,50,2.07,windows home 10.00,68,1270.5
lenovo,intel,i5,4,1.6,4.2,ddr4,32,0,128,intel,1700,300,1100,led ips,15.6,1920,1080,60,1.89,linux ubuntu 0.00,57,1294.5
lenovo,intel,i7,6,2.6,4.5,ddr4,12,0,512,nvidia,4096,1020,1245,led ips,15.6,1920,1080,90,2,windows home 10.00,69,1300
lenovo,intel,i7,4,1.8,4,ddr4,16,0,512,intel,1700,300,1150,led ips,13.9,3840,2160,100,1.38,windows home 10.00,60,1325
lenovo,amd,ryzen5,6,2.3,4,ddr4,20,0,1536,amd,2048,1100,1500,led ips,15.6,1920,1080,60,1.7,windows pro 10.00,45,1331
lenovo,intel,i5,4,2.4,4.2,ddr4,16,0,512,intel,8192,400,1300,led ips,14,3840,2160,100,1.2,windows home 10.00,63.5,1350.5
lenovo,intel,i5,4,1.6,4.2,ddr4,16,0,512,intel,1700,300,1100,led ips,13.3,1920,1080,90,1.25,windows pro 10.00,48,1368.5
